Key,english
perkDeepCutsRank5LongDescPS,"Knives inflict 50% more base damage. Inflict up to 5 Bleeding Wounds on an enemy. A power attack inflicts 1 Bleeding Wound. All glancing power attacks inflict 1 Bleeding Wound. Enemies run 20% slower while bleeding. Killing blows grant 30 stamina. Every attack refreshes the duration on bleeding. Stamina costs are reduced by 25% and 37.5% for power attacks. Lowers Quality Loss on Repair by 50%. Find more knives in loot."
perkElectrocutionerNamePS,Baton Basher
perkElectrocutionerRank1LongDescPS,"Batons inflict 10% more base damage. Power attacks to the head have a 15% chance to stun targets for 6 seconds. Stamina costs are reduced by 5% and 7.5% for power attacks. Lowers Quality Loss on Repair by 10%. Find more batons in loot."
perkElectrocutionerRank2LongDescPS,"Batons inflict 20% more base damage. Power attacks to the head have a 20% chance to stun targets for 6 seconds. Stamina costs are reduced by 10% and 15% for power attacks. Lowers Quality Loss on Repair by 20%. Find more batons in loot."
perkElectrocutionerRank3LongDescPS,"Batons inflict 30% more base damage. Power attacks to the head have a 25% chance to stun targets for 6 seconds. Power attacks to the legs have a 40% chance to cripple targets for 5 minutes. Stamina costs are reduced by 15% and 22.5% for power attacks. Lowers Quality Loss on Repair by 30%. Killing blows grant 10 stamina. Find more batons in loot."
perkElectrocutionerRank4LongDescPS,"Batons inflict 40% more base damage. Power attacks to the head have a 30% chance to stun targets for 6 seconds. Power attacks to the legs have a 50% chance to cripple targets for 5 minutes. Stamina costs are reduced by 20% and 30% for power attacks. Killing blows grant 20 stamina. Lowers Quality Loss on Repair by 40%. Find more batons in loot."
perkElectrocutionerRank5LongDescPS,"Batons inflict 50% more base damage. Power attacks to the head have a 35% chance to stun targets for 6 seconds. Power attacks to the legs have a 60% chance to cripple targets for 5 minutes. Stamina costs are reduced by 25% and 37.5% for power attacks. Killing blows grant 30 stamina. Lowers Quality Loss on Repair by 50%. Find more batons in loot."
perkPackMuleRank1LongDescPS,"Each level of Pack Mule provides 2 more carry capacity."
perkMiner69rNamePS,Miner 69'er + Mother Lode
perkMiner69rRank1LongDescPS,"Increase tool base entity damage by 10% and base block damage by 30% with axes and shovels. Harvest 10% more from ore, stone, terrain blocks and trees with axes and shovels. Stamina costs are reduced by 5% and 7.5% for power attacks. Lowers Quality Loss on Repair by 10%. Find more tools in loot."
perkMiner69rRank2LongDescPS,"Increase tool base entity damage by 20% and base block damage by 60% with axes and shovels. Harvest 20% more from ore, stone, terrain blocks and trees with axes and shovels. Stamina costs are reduced by 10% and 15% for power attacks. Lowers Quality Loss on Repair by 20%. Find more tools in loot."
perkMiner69rRank3LongDescPS,"Increase tool base entity damage by 30% and base block damage by 90% with axes and shovels. Harvest 30% more from ore, stone, terrain blocks and trees with axes and shovels. Stamina costs are reduced by 15% and 22.5% for power attacks. Killing blows grant 10 stamina. Lowers Quality Loss on Repair by 30%. Find more tools in loot."
perkMiner69rRank4LongDescPS,"Increase tool base entity damage by 40% and base block damage by 120% with axes and shovels. Harvest 40% more from ore, stone, terrain blocks and trees with axes and shovels. Stamina costs are reduced by 20% and 30% for power attacks. Killing blows grant 20 stamina. Lowers Quality Loss on Repair by 40%. Find more tools in loot."
perkMiner69rRank5LongDescPS,"Increase tool base entity damage by 50% and base block damage by 150% with axes and shovels. Harvest 50% more from ore, stone, terrain blocks and trees with axes and shovels. Stamina costs are reduced by 25% and 37.5% for power attacks. Killing blows grant 30 stamina. Lowers Quality Loss on Repair by 50%. Find more tools in loot."
perkSalvageOperationsRank1LongDescPS,"Wrenches inflict 10% more base damage, 20% more base block damage, and gain up to 10% more resources. Stamina costs are reduced by 5% and 7.5% for power attacks. Lowers Quality Loss on Repair by 10%. Find more wrenches in loot."
perkSalvageOperationsRank2LongDescPS,"Wrenches inflict 20% more base damage, 40% more base block damage, and gain up to 20% more resources. Stamina costs are reduced by 10% and 15% for power attacks. Lowers Quality Loss on Repair by 20%. Find more wrenches in loot."
perkSalvageOperationsRank3LongDescPS,"Wrenches inflict 30% more base damage, 60% more base block damage, and gain up to 30% more resources. Stamina costs are reduced by 15% and 22.5% for power attacks. Lowers Quality Loss on Repair by 30%. Find more wrenches in loot."
perkSalvageOperationsRank4LongDescPS,"Wrenches inflict 40% more base damage, 80% more base block damage, and gain up to 40% more resources. Stamina costs are reduced by 20% and 30% for power attacks. Lowers Quality Loss on Repair by 40%. Find more wrenches in loot."
perkSalvageOperationsRank5LongDescPS,"Wrenches inflict 50% more base damage, 100% more base block damage, and gain up to 50% more resources. Stamina costs are reduced by 25% and 37.5% for power attacks. Lowers Quality Loss on Repair by 50%. Find more wrenches in loot."
perkLivingOffTheLandRank1LongDescPS,"Seeds are 20% cheaper to craft and Farm Plots are 15% cheaper to craft. Find more seeds in loot."
perkLivingOffTheLandRank2LongDescPS,"Seeds are 30% cheaper to craft and Farm Plots are 30% cheaper to craft. Gain a 60% chance for an extra harvest. Find more seeds in loot."
perkLivingOffTheLandRank3LongDescPS,"Seeds are 40% cheaper to craft and Farm Plots are 45% cheaper to craft. Gain a 15% chance for a seed from domesticated crops. Find more seeds in loot."
perkAdamantiumSkeletonName,Adamantium Skeleton
perkAdamantiumSkeletonDesc,"Only those who can withstand large amounts of pain can ever hope of strengthening their skeleton."
perkAdamantiumSkeletonRank1LongDesc,"Never succumb to a broken arm or leg ever again. You also gain a 60% resistance to sprains!"
perkSlowMetabolismRank1LongDescPS,"Reduce food and water loss from physical exertion and passive healing by 10%.\nHold your breath for 84 seconds. Chance of Dysentery is reduced by 2%."
perkSlowMetabolismRank2LongDescPS,"Reduce food and water loss from physical exertion and passive healing by 20%.\nHold your breath for 108 seconds. Chance of Dysentery is reduced by 4%."
perkSlowMetabolismRank3LongDescPS,"Reduce food and water loss from physical exertion and passive healing by 30%.\nHold your breath for 132 seconds. Chance of Dysentery is reduced by 6%."
perkRuleOneCardioNameRank1LongDescPS,"Increase stamina regeneration by 5% when sprinting."
perkRuleOneCardioNameRank2LongDescPS,"Increase stamina regeneration by 10% when sprinting."
perkRuleOneCardioNameRank3LongDescPS,"Increase stamina regeneration by 15% when sprinting."
perkRuleOneCardioNameRank4LongDescPS,"Increase stamina regeneration by 20% when sprinting."
perkRuleOneCardioNameRank5LongDescPS,"Increase stamina regeneration by 25% when sprinting."
perkFlurryOfBlowsDescPS,"Attack faster using melee weapons."
perkFlurryOfBlowsRank1LongDescPO,"Your melee attack speed is 10% faster. Applies to all melee options."
perkFlurryOfBlowsRank2LongDescPO,"Your melee attack speed is 20% faster. Applies to all melee options."
perkFlurryOfBlowsRank3LongDescPO,"Your melee attack speed is 30% faster. Applies to all melee options."
perkLightArmorRank1LongDescPS,"Improve Light Armour durability by 75%. Lowers Quality Loss on Repair by 20%.\nFind more armour in loot."
perkLightArmorRank2LongDescPS,"Improve Light Armour durability by 150%. Lowers Quality Loss on Repair by 40%.\nFind more armour in loot."
perkLightArmorRank3LongDescPS,"Improve Light Armour durability by 225%. Lowers Quality Loss on Repair by 60%. \nFind more armour in loot."
perkLightArmorRank4LongDescPS,"Improve Light Armour durability by 300%. Lowers Quality Loss on Repair by 80%.\nFind more armour in loot."
perkMarathonRunnerName,Marathon Runner
perkMarathonRunnerDesc,"Gotta go fast!"
perkMarathonRunnerNameRank1Desc,Fast!
perkMarathonRunnerNameRank2Desc,Faster!
perkMarathonRunnerNameRank3Desc,Speedy!
perkMarathonRunnerNameRank4Desc,Speed Demon!
perkMarathonRunnerNameRank5Desc,Blue Hedgehog!
perkMarathonRunnerNameRank1LongDesc,"Sprint 2% faster."
perkMarathonRunnerNameRank2LongDesc,"Sprint 4% faster."
perkMarathonRunnerNameRank3LongDesc,"Sprint 6% faster."
perkMarathonRunnerNameRank4LongDesc,"Sprint 8% faster."
perkMarathonRunnerNameRank5LongDesc,"Sprint 10% faster."
perkQuickHandsName,Quick Hands
perkQuickHandsDesc,"Reload all weapons faster."
perkQuickHandsNameRank1Desc,Quick Hands
perkQuickHandsNameRank2Desc,Lightning Hands
perkQuickHandsNameRank3Desc,Neo would be proud
perkQuickHandsNameRank4Desc,Super Human
perkQuickHandsNameRank5Desc,Super Saiyan
perkQuickHandsNameRank1LongDesc,"Reload all weapons 10% faster."
perkQuickHandsNameRank2LongDesc,"Reload all weapons 20% faster."
perkQuickHandsNameRank3LongDesc,"Reload all weapons 30% faster."
perkQuickHandsNameRank4LongDesc,"Reload all weapons 40% faster."
perkQuickHandsNameRank5LongDesc,"Reload all weapons 50% faster."
perkDemolitionsExpertRank1LongDescPS,"Explosives inflict 10% more base damage, have a 50% chance to stun enemies and a 5% greater chance to dismember.\n\nLBU: +4% dismember chance. +6% overall entity damage. +9% headshot damage. +6% overall block damage. +10% explosion radius."
perkDemolitionsExpertRank2LongDescPS,"Explosives inflict 20% more base damage, have a 100% chance to stun enemies, and a 10% greater chance to dismember.\n\nLBU: +8% dismember chance. +12% overall entity damage. +18% headshot damage. +12% overall block damage. +20% explosion radius."
perkDemolitionsExpertRank3LongDescPS,"Explosives inflict 30% more base damage, have a 33% chance to cripple enemies and a 20% greater chance to dismember.\n\nLBU: +12% dismember chance. +18% overall entity damage. +27% headshot damage. +18% overall block damage. +30% explosion radius."
perkDemolitionsExpertRank4LongDescPS,"Explosives inflict 40% more base damage, have a 66% chance to cripple enemies and a 30% greater chance to dismember.\n\nLBU: +16% dismember chance. +24% overall entity damage. +36% headshot damage. +24% overall block damage. +40% explosion radius."
perkDemolitionsExpertRank5LongDescPS,"Explosives inflict 50% more base damage, have a 45% greater chance to dismember. Stun lasts longer on enemies.\n\nLBU: +20% dismember chance. +30% overall entity damage. +45% headshot damage. +30% overall block damage. +50% explosion radius."
perkMasterChefRank1LongDescPS,"Cooking is not your thing, but you know some basics.\nReduces cook time by 40%.\nFind more cooking magazines in loot."
perkMasterChefRank2LongDescPS,"Don’t let good food go to waste!\nUse 20% less of a recipe's main ingredients.\nAdds a chance to find salvageable food in dumpsters.\nReduces cook time by 60%."
perkMasterChefRank3LongDescPS,"Cooking for an Army?\nUse 40% less of a recipe's main ingredients.\nReduces cook time by 80%."
perkPhysicianRank1LongDescPS,"Treated Critical injuries heal 25% faster.\nMedical healing items heal 25% more health over time.\nGain 100% more XP using bandages, first aid bandages, first aid kits and splints.\nSplints and Casts cure sprains instantly."
perkPhysicianRank2LongDescPS,"Treated Critical injuries heal 50% faster.\nMedical healing items heal 50% more health over time.\nGain 200% more XP using bandages, first aid bandages, first aid kits and splints. Craft items in the Chemistry Station 20% faster. Medical items are 20% cheaper to craft."
perkPhysicianRank3LongDescPS,"Treated Critical injuries heal 75% faster.\nMedical healing items heal 75% more health over time.\nGain 300% more XP using bandages, first aid bandages, first aid kits and splints."
perkPhysicianRank4LongDescPS,"Treated Critical injuries heal 100% faster.\nMedical healing items heal 100% more health over time.\nGain 500% more XP using bandages, first aid bandages, first aid kits and splints. Craft items in the Chemistry Station 40% faster. Medical items are 40% cheaper to craft."
perkSlowAbsorptionName,Slow Absorption
perkSlowAbsorptionDesc,"Buffs from consumables last longer."
perkSlowAbsorptionRank1Desc,Slow Absorption 1
perkSlowAbsorptionRank2Desc,Slow Absorption 2
perkSlowAbsorptionRank3Desc,Slow Absorption 3
perkSlowAbsorptionRank4Desc,Slow Absorption 4
perkSlowAbsorptionRank1LongDesc,"Buffs from consumables last 25% longer."
perkSlowAbsorptionRank2LongDesc,"Buffs from consumables last 50% longer."
perkSlowAbsorptionRank3LongDesc,"Buffs from consumables last 75% longer."
perkSlowAbsorptionRank4LongDesc,"Buffs from consumables last 100% longer."
perkAdvancedEngineeringRank1LongDescPS,"Items craft 15% faster at forges, workbenches.\nCraft glue cheaper. Find more Forge Ahead magazines in loot."
perkAdvancedEngineeringRank2LongDescPS,"Items craft 30% faster at forges, workbenches.\nGunpowder is 10% cheaper to craft and use 10% less gunpowder in recipes.\nFind more Forge Ahead magazines in loot."
perkAdvancedEngineeringRank3LongDescPS,"All forge recipes cost 20% less, crafting steel and electrical devices costs 35% less.\nGunpowder is 20% cheaper to craft and use 20% less gunpowder in recipes.\nFind more Forge Ahead magazines in loot."
perkGreaseMonkeyRank1LongDescPS,"Craft wheels and bicycle parts 33% cheaper.\nRepair kits are 10% more effective on vehicles. Find more Vehicle Adventures magazines in loot."
perkGreaseMonkeyRank2LongDescPS,"Craft minibike parts 33% cheaper.\nRepair kits are 20% more effective on vehicles. Find more Vehicle Adventures magazines in loot."
perkVillageIdiotName,Village Idiot
perkVillageIdiotDesc,"You might be an idiot, but you're a fast learner!\n\nLevel 1 requires 0 - 2 Intellect.\nLevel 2 requires 0 - 1 Intellect.\nLevel 3 requires 0 Intellect."
perkVillageIdiotRank1LongDesc,"Your low intelligence lets you learn 20% faster."
perkVillageIdiotRank2LongDesc,"Your low intelligence lets you learn 40% faster."
perkVillageIdiotRank3LongDesc,"Your low intelligence lets you learn 60% faster."
reqLowIntellectLevel02,Requires 2 or less Intellect
reqLowIntellectLevel01,Requires 1 or less Intellect
reqLowIntellectLevel00,Requires 0 Intellect
perkAutoWeaponsDrumMagDescPS,"Craft HiPower and AP 5.56mm ammunition."
perkAutoWeaponsDrumMagLongDescPS,"HiPower Ammunition: Learn to craft HiPower 5.56mm ammunition.\nArmor Piercing Ammunition: Learn to craft armor piercing 7.62mm ammunition and do more damage against armored opponents."
perkAutoWeaponsCompleteDescPS,"Each kill boosts your run speed by 20% for 20 seconds.\nBulk Craft 5.56 Ammunition."
perkAutoWeaponsCompleteLongDescPS,"Offensive Strike: Use the fury of combat adrenaline to close the distance on your enemies. Each kill boosts your run speed by 20% for 20 seconds.\n\nBulk Craft 5.56 Ammunition."
perkNeedleAndThreadCompleteDescPS,"Learn how to sew pocket mods."
perkNeedleAndThreadCompleteLongDescPS,"Pockets: The working man or woman can never have enough pockets. Learn how to craft clothing double pocket mods."
perkNeedleAndThreadPocketsDescPS,"You can craft military clothing."
perkNeedleAndThreadPocketsLongDescPS,"Military Clothing: Learn to craft military grade battle dress uniforms which have the best protection against the elements."
perkFiremansAlmanacEquipmentDescPS,"Extinguish and hydrate."
perkFiremansAlmanacEquipmentLongDescPS,"Extinguish and hydrate: You now gain half the benefit value of a drink when extinguishing yourself.\n(Excludes buffs)"
perkUrbanCombatLandingDescPS,"Sprains no longer hurt you."
perkUrbanCombatLandingLongDescPS,"Fight through the sprain: Power attacks and jumping no longer hurt you when you have a sprained arm or leg."
perkWasteTreasuresCompleteDescPS,"Harvest more Resin from trees."
perkWasteTreasuresCompleteLongDescPS,"Nature's Glue: Harvest more Resin from Trees."
perkShotgunMessiahMagazineDescPS,"Reload Shotguns 20% Faster."
perkShotgunMessiahMagazineLongDescPS,"Quicker Reload: Reload shotguns 20% faster."
perkRangersCompleteDescPS,"Bulk craft arrows and bolts.\nCraft Shock Arrows."
perkRangersCompleteLongDescPS,"Bulk craft arrows and bolts.\nYou can now craft Shock Arrows, shocking victims for 6 seconds for 8 damage per second."

explosivesT1-11,Tier 1: Molotov Cocktail
workstationsT3-3,Tier 2: Anvil
workstationsT3-4,Tier 2: Bellows
workstationsT5-2,Tier 5: Empty Glass Jars
vehiclesT3-1,Tier 3: Stack of Gas Cans
medicalT1-0,Tier 1: Splint
medicalT3-4,Tier 3: Fortbites
questStartup_desc,"Ooga booga, me find stone and smash!"
PrimitiveSurvivorSpawnText_title,Primitive Survivor!
PrimitiveSurvivorSpawnText,"Can you survive this primitive world?\nYou have no compass, no watch to tell the time or even know what day it is, you don't even have a map.\n\nThe skill tree has been reworked, new perks added, some removed, and new requirements.\n\nThere is a severe death penalty, so be sure to keep your health above zero!\n\nINFECTION: You're not infected, yet, take precautions to avoid infection by using honey and other treaments to gain periodic immunity. Once infected, you can only treat it, there is no cure!"

foodRawMeat,Raw Meat Scraps (20 grams)
buffDrunkGrandpasAwesomeSauceDesc,"It tastes like brass or ass but you feel incredible.\n+2 to all attributes ... for a while."
drinkJarGrandpasAwesomeSauceDesc,"Apocalypse getting you down?\nTake a shot of Grandpa's Awesome Sauce\nand get an instant pick-me-up!\n\n+2 to all attributes for the duration of the buff."
InfectionProtection,Infection Protection
buffInfectionProtectionDesc,"You're currently immune to catching an infection."
meleeToolSmallStoneMelee,Small Stone (Harvest Tool)
meleeToolSmallStoneDesc,"Me smash tree and stone with rock"
resourcePrimitiveRepairKit,Primitive Repair Kit
PrimitiveRepairKitDesc,"Repairs weapons, tools and armour made from natures materials.\n\nRepairs the following:\nStone Axe, Stone Shovel, Stone Spear, Stone Sledgehammer, Wooden Club, Knuckle Wraps, Primitive Bow, Bone Knife, Padded Armour."
resourceBrick,Clay Brick
BrickDesc,"The most advanced building material a cave man can make."
resourceResin,Resin
ResinDesc,"Natures glue, used in many recipes."
ammoArrowShock,Shock Arrow (Ammo)
ArrowShockDesc,"Your caveman brain doesn't understand how this works, but this arrow will leave your target shaking for no apparent reason."
meleeToolTorchWeapon,Primitive Torch (Weapon)
TorchWeaponDesc,"This primitive torch is used as a weapon with a power attack.\nYou can't place this one as a block."
drinkCanRiverWater,Murky Canned Water
drinkCanRiverWaterDesc,"A can filled with non-potable water. Drink at your own risk.\n\nCan be boiled or used to make glue."
drinkCanBoiledWater,Boiled Canned Water
drinkCanBoiledWaterDesc,"Even though this water is boiled, it isn't 100% safe, but won't make you sick."
ammo556mmBulletBall,5.56mm Ammo
ammo556mmBulletBallDesc,Used for the Pipe Machine Gun
ammo556mmBulletHP,HiPower 5.56mm Ammo
ammo556mmBulletHPBallDesc,Used for the Pipe Machine Gun
